fecha,estado,producto,precio_kg,mercado,tipo_alimentacion,demanda,oferta,inflacion,temperatura,ventas
2023-07-17,Sonora,carne_molida,211,central_abasto,pastoreo,muy_alta,media,"3,79",26,229
2022-01-07,CDMX,bistec,230,central_abasto,pastoreo,muy_alta,media,"5,21",25,171
2022-03-02,Coahuila,costilla,231,digital,pastoreo,baja,baja,"5,68",16,144
2022-07-03,Jalisco,sirloin,266,central_abasto,pastoreo,baja,alta,"5,63",17,57
2021-09-10,Jalisco,costilla,282,supermercado,mixto,baja,baja,"6,92",23,243
2021-12-09,Coahuila,arrachera,252,tradicional,pastoreo,media,alta,"5,6",26,185
2024-02-07,Sonora,sirloin,313,digital,mixto,media,media,"5,82",16,59
2024-07-14,Puebla,bistec,225,supermercado,mixto,media,alta,"5,82",17,271
2023-04-03,Jalisco,carne_molida,227,tradicional,pastoreo,alta,baja,"7,71",14,103
2023-02-07,Oaxaca,carne_molida,189,supermercado,pastoreo,baja,alta,"4,14",38,204
2022-05-27,Oaxaca,bistec,242,digital,mixto,muy_alta,baja,"6,51",20,186
2023-07-28,CDMX,carne_molida,210,tradicional,mixto,muy_alta,alta,"8,04",25,274
2023-09-11,Sonora,carne_molida,155,tradicional,pastoreo,baja,media,"4,18",11,182
2024-10-06,Chiapas,costilla,266,digital,pastoreo,baja,media,"8,93",35,259
2024-09-04,Yucatán,arrachera,252,tradicional,pastoreo,media,alta,"3,54",35,115
2022-09-12,CDMX,bistec,250,central_abasto,mixto,muy_alta,media,"4,77",19,164
2023-01-13,Veracruz,carne_molida,220,digital,pastoreo,alta,baja,"8,67",16,140
2023-02-28,Puebla,bistec,251,central_abasto,mixto,alta,baja,"9,11",30,153
2024-01-30,Puebla,sirloin,281,tradicional,mixto,alta,alta,"3,8",27,237
2021-03-30,Oaxaca,carne_molida,201,digital,pastoreo,baja,baja,"4,98",15,207
2021-08-13,Querétaro,bistec,210,digital,pastoreo,media,media,"8,15",30,283
2021-01-09,Yucatán,costilla,230,central_abasto,mixto,media,alta,"7,91",37,95
2023-08-30,Sonora,carne_molida,225,digital,mixto,baja,media,"3,67",25,151
2022-02-23,Coahuila,carne_molida,201,tradicional,engorda_corral,media,media,"8,48",17,201
2023-12-06,Guanajuato,carne_molida,206,supermercado,mixto,media,alta,"7,79",26,270
2023-07-18,CDMX,sirloin,288,tradicional,mixto,baja,media,"6,11",16,78
2024-03-28,Oaxaca,bistec,233,central_abasto,pastoreo,baja,baja,"4,29",35,95
2024-01-28,Puebla,carne_molida,201,supermercado,pastoreo,media,alta,"4,45",31,162
2024-09-12,Chiapas,costilla,271,digital,mixto,alta,media,"4,32",14,90
2023-07-10,Oaxaca,sirloin,320,supermercado,mixto,alta,media,"5,78",34,242
2023-09-24,Veracruz,sirloin,304,tradicional,mixto,media,alta,"4,53",27,102
2023-04-05,Yucatán,bistec,244,digital,pastoreo,muy_alta,alta,"5,04",32,116
2023-05-14,CDMX,sirloin,292,tradicional,pastoreo,baja,alta,"8,65",24,103
2021-02-26,Sonora,carne_molida,226,central_abasto,engorda_corral,muy_alta,alta,"7,97",16,63
2022-07-25,Querétaro,carne_molida,217,supermercado,pastoreo,alta,media,"5,48",14,179
2024-03-27,Michoacán,arrachera,284,supermercado,pastoreo,media,media,"5,42",27,248
2023-04-28,Oaxaca,carne_molida,151,tradicional,pastoreo,baja,media,"6,01",13,45
2023-06-23,Querétaro,arrachera,297,central_abasto,mixto,media,media,"5,86",38,293
2022-07-08,CDMX,arrachera,235,tradicional,pastoreo,baja,alta,"8,21",26,300
2021-10-25,Michoacán,bistec,240,supermercado,pastoreo,muy_alta,alta,"9,46",34,144
2021-08-29,Puebla,sirloin,301,digital,pastoreo,media,alta,"5,48",26,279
2021-11-29,CDMX,arrachera,250,digital,pastoreo,baja,alta,"5,72",23,119
2021-08-30,Sonora,carne_molida,213,tradicional,engorda_corral,baja,baja,"9,37",28,136
2021-10-04,Nuevo León,carne_molida,186,central_abasto,pastoreo,baja,baja,"8,83",36,237
2023-02-21,Querétaro,sirloin,305,digital,mixto,media,media,"5,05",30,219
2021-06-10,Jalisco,costilla,245,tradicional,engorda_corral,alta,media,"3,63",18,271
2023-04-13,Jalisco,sirloin,300,central_abasto,pastoreo,media,media,"7,8",28,153
2024-11-11,Veracruz,arrachera,293,tradicional,engorda_corral,alta,baja,"5,98",12,157
2023-05-10,Sinaloa,costilla,267,tradicional,engorda_corral,media,baja,"5,39",20,177
2023-04-19,Puebla,bistec,275,digital,engorda_corral,alta,media,"4,14",22,155
2021-03-07,Veracruz,costilla,254,tradicional,mixto,muy_alta,alta,"9,46",16,156
2024-07-20,Coahuila,costilla,206,tradicional,pastoreo,media,alta,"4,85",28,78
2023-07-15,CDMX,arrachera,238,central_abasto,pastoreo,baja,alta,"8,55",27,298
2021-07-05,Guanajuato,carne_molida,219,central_abasto,engorda_corral,muy_alta,media,"6,21",10,43
2024-02-12,Sinaloa,arrachera,277,tradicional,mixto,muy_alta,alta,"4,5",34,123
2022-01-11,Chiapas,costilla,258,digital,mixto,muy_alta,media,"7,41",17,163
2023-05-23,Michoacán,costilla,276,central_abasto,engorda_corral,alta,media,"9,39",28,47
2023-08-30,Yucatán,sirloin,339,digital,engorda_corral,baja,media,"8,33",21,287
2021-08-03,Coahuila,arrachera,294,tradicional,mixto,alta,baja,"7,3",37,88
2024-10-13,Querétaro,costilla,300,digital,engorda_corral,alta,media,"9,5",21,298
2024-11-16,Michoacán,costilla,271,digital,engorda_corral,media,baja,"4,42",19,172
2022-07-21,Coahuila,costilla,258,central_abasto,engorda_corral,alta,alta,"7,37",17,58
2023-06-24,Coahuila,arrachera,311,tradicional,pastoreo,muy_alta,media,"8,09",19,85
2021-02-21,Puebla,sirloin,312,central_abasto,pastoreo,muy_alta,alta,"6,72",18,68
2022-02-14,Coahuila,arrachera,289,supermercado,mixto,baja,baja,"8,33",22,278
2022-09-02,Puebla,sirloin,298,central_abasto,mixto,muy_alta,alta,"9,2",18,95
2021-07-29,Chiapas,sirloin,319,supermercado,pastoreo,alta,baja,"8,37",25,276
2023-07-01,Sinaloa,costilla,241,tradicional,mixto,alta,alta,8,14,124
2023-12-28,Yucatán,bistec,261,central_abasto,engorda_corral,muy_alta,media,"6,79",15,290
2023-05-20,Sonora,carne_molida,210,digital,engorda_corral,muy_alta,alta,"7,14",28,74
2023-10-26,Chiapas,carne_molida,180,central_abasto,engorda_corral,alta,alta,"4,25",24,65
2024-03-15,Sinaloa,costilla,291,central_abasto,engorda_corral,muy_alta,media,"4,64",36,298
2022-01-06,Querétaro,costilla,299,supermercado,mixto,muy_alta,baja,"4,57",34,107
2023-10-23,Querétaro,arrachera,302,supermercado,engorda_corral,baja,baja,"7,34",17,222
2022-06-14,Sinaloa,costilla,281,supermercado,mixto,alta,alta,"5,94",24,277
2023-11-16,Chiapas,sirloin,345,digital,mixto,muy_alta,media,"4,17",30,222
2024-01-06,Michoacán,bistec,221,supermercado,pastoreo,alta,alta,"6,42",14,139
2021-11-15,Sinaloa,carne_molida,238,supermercado,engorda_corral,alta,alta,"6,28",23,182
2023-05-19,Puebla,bistec,246,supermercado,pastoreo,baja,baja,"4,43",24,192
2021-03-14,Chiapas,bistec,263,supermercado,mixto,muy_alta,alta,"8,33",15,40
2022-09-14,Querétaro,arrachera,303,digital,engorda_corral,baja,baja,"5,87",24,103
2024-04-03,Puebla,arrachera,266,tradicional,mixto,baja,baja,"7,38",26,97
2024-11-08,Querétaro,arrachera,299,supermercado,engorda_corral,alta,alta,"4,13",16,282
2022-08-18,Sonora,bistec,244,tradicional,mixto,media,media,"6,1",31,115
2023-05-29,Oaxaca,costilla,275,central_abasto,mixto,alta,baja,"7,53",19,211
2022-02-13,Sinaloa,bistec,228,tradicional,mixto,media,alta,"6,96",11,234
2024-07-19,Chiapas,bistec,254,central_abasto,engorda_corral,muy_alta,alta,"8,3",32,125
2024-06-16,Coahuila,carne_molida,170,tradicional,pastoreo,media,alta,"8,89",29,274
2023-01-19,Sinaloa,bistec,260,tradicional,engorda_corral,muy_alta,baja,"4,69",15,221
2021-06-01,Guanajuato,bistec,201,central_abasto,pastoreo,media,media,"6,04",28,236
2022-11-26,Guanajuato,carne_molida,206,supermercado,engorda_corral,media,alta,"8,7",27,157
2024-11-08,Jalisco,arrachera,282,tradicional,pastoreo,alta,media,"6,28",21,65
2024-12-11,Veracruz,sirloin,262,tradicional,pastoreo,baja,alta,"9,04",16,146
2022-04-06,Jalisco,bistec,246,supermercado,mixto,baja,baja,"7,72",36,210
2023-02-11,CDMX,sirloin,350,central_abasto,pastoreo,alta,baja,"8,1",36,267
2021-11-24,Michoacán,sirloin,317,tradicional,mixto,alta,media,"8,06",31,40
2023-04-09,Coahuila,carne_molida,225,supermercado,mixto,muy_alta,media,"3,9",18,205
2023-10-07,Nuevo León,arrachera,277,central_abasto,mixto,muy_alta,media,"4,97",14,182
2021-03-25,Chiapas,carne_molida,223,supermercado,engorda_corral,alta,media,"4,68",14,100
2024-03-30,Sinaloa,carne_molida,226,digital,pastoreo,baja,baja,"7,49",35,244
2022-10-21,Coahuila,sirloin,323,supermercado,pastoreo,alta,alta,"6,7",27,249
2024-06-08,Querétaro,sirloin,331,supermercado,mixto,media,media,"3,65",20,120
2024-12-05,Michoacán,sirloin,343,digital,pastoreo,muy_alta,baja,"5,42",37,166
2022-03-24,Sonora,arrachera,286,tradicional,pastoreo,baja,baja,"6,53",23,282
2021-12-03,Guanajuato,costilla,275,digital,engorda_corral,media,baja,"7,73",14,66
2023-11-09,Chiapas,sirloin,333,tradicional,engorda_corral,media,baja,"7,39",38,215
2022-10-26,Guanajuato,arrachera,274,digital,engorda_corral,baja,alta,"8,97",35,198
2023-09-01,Nuevo León,arrachera,267,supermercado,pastoreo,media,media,"6,31",26,175
2023-01-17,Coahuila,costilla,305,supermercado,engorda_corral,muy_alta,baja,"8,5",32,44
2021-03-23,Yucatán,carne_molida,189,tradicional,pastoreo,media,media,"7,03",18,169
2022-08-18,Michoacán,arrachera,298,supermercado,engorda_corral,muy_alta,alta,"6,61",10,246
2024-08-17,CDMX,sirloin,285,tradicional,engorda_corral,alta,alta,"6,68",38,258
2022-01-18,Guanajuato,bistec,230,central_abasto,engorda_corral,alta,alta,"3,83",36,216
2022-03-11,Puebla,sirloin,323,tradicional,mixto,alta,media,"7,77",29,103
2023-05-30,Michoacán,arrachera,235,tradicional,mixto,baja,alta,"4,34",12,237
2022-04-17,Veracruz,arrachera,268,digital,mixto,baja,alta,"4,16",12,224
2022-07-13,Guanajuato,carne_molida,240,digital,mixto,muy_alta,alta,"9,19",38,95
2024-09-03,Oaxaca,sirloin,326,central_abasto,mixto,alta,alta,"5,65",31,54
2024-01-28,Guanajuato,bistec,253,supermercado,mixto,muy_alta,media,"6,04",18,217
2022-01-06,Guanajuato,arrachera,288,supermercado,pastoreo,media,alta,"7,36",23,89
2021-02-27,Yucatán,carne_molida,248,tradicional,engorda_corral,alta,baja,"5,81",30,48
2021-08-22,Querétaro,arrachera,291,tradicional,engorda_corral,muy_alta,alta,"6,67",11,118
2023-11-19,Yucatán,arrachera,296,digital,mixto,media,baja,"8,04",35,203
2022-01-27,Sinaloa,carne_molida,233,tradicional,engorda_corral,muy_alta,media,"5,54",22,205
2022-10-02,Coahuila,carne_molida,212,tradicional,pastoreo,alta,baja,"3,91",16,260
2023-06-02,Sonora,carne_molida,184,tradicional,mixto,baja,media,"8,96",30,122
2021-02-04,Puebla,costilla,267,digital,engorda_corral,baja,media,"9,15",31,93
2022-08-01,Veracruz,carne_molida,250,supermercado,engorda_corral,muy_alta,alta,"7,5",11,60
2022-01-16,Querétaro,sirloin,341,supermercado,mixto,baja,baja,"6,67",28,93
2023-10-12,Sinaloa,bistec,199,tradicional,engorda_corral,media,alta,"3,72",16,46
2021-04-10,CDMX,arrachera,313,central_abasto,engorda_corral,media,baja,"5,57",11,131
2022-07-08,Sinaloa,sirloin,294,central_abasto,pastoreo,media,baja,"6,17",28,118
2023-09-21,Jalisco,carne_molida,215,digital,engorda_corral,media,alta,"7,39",36,225
2022-07-25,Yucatán,carne_molida,194,central_abasto,pastoreo,muy_alta,alta,"3,79",31,243
2022-06-24,Sonora,bistec,227,central_abasto,mixto,media,media,"9,36",38,218
2022-01-20,Oaxaca,costilla,243,digital,pastoreo,media,baja,"8,5",29,284
2023-01-14,Yucatán,bistec,272,digital,engorda_corral,alta,media,"7,52",36,68
2021-06-08,Querétaro,carne_molida,209,digital,pastoreo,muy_alta,alta,"6,2",27,131
2024-12-18,Sonora,costilla,260,supermercado,mixto,alta,alta,"3,88",11,140
2023-12-02,Yucatán,carne_molida,196,digital,pastoreo,baja,alta,"6,3",19,135
2021-11-24,Yucatán,arrachera,302,digital,pastoreo,alta,baja,"4,36",19,121
2023-08-26,Yucatán,carne_molida,205,tradicional,pastoreo,muy_alta,media,"8,71",26,63
2022-10-16,Sinaloa,costilla,264,central_abasto,engorda_corral,media,media,"6,65",27,282
2021-08-06,Puebla,carne_molida,209,supermercado,mixto,alta,alta,"4,29",28,269
2021-05-18,Querétaro,costilla,274,supermercado,pastoreo,baja,media,"3,84",18,184
2022-06-18,Oaxaca,bistec,202,central_abasto,pastoreo,baja,media,"4,09",30,49
2024-07-03,Sonora,sirloin,333,digital,mixto,alta,baja,"9,36",31,221
2024-02-21,Sinaloa,costilla,259,digital,pastoreo,muy_alta,alta,"8,93",17,107
2023-12-08,Yucatán,arrachera,250,central_abasto,mixto,baja,alta,"6,8",20,145
2022-02-19,Oaxaca,costilla,259,central_abasto,mixto,muy_alta,media,"4,41",23,86
2024-09-14,Sonora,sirloin,336,central_abasto,engorda_corral,media,baja,"3,64",34,226
2023-09-09,Yucatán,carne_molida,205,digital,mixto,media,baja,"6,97",29,118
2024-11-07,Jalisco,arrachera,285,central_abasto,mixto,media,baja,"4,27",23,222
2022-08-25,Yucatán,bistec,242,central_abasto,mixto,media,baja,"3,87",37,140
2024-04-15,Guanajuato,bistec,276,digital,pastoreo,muy_alta,baja,"7,34",26,269
2023-06-23,Sonora,bistec,243,digital,engorda_corral,media,media,"8,24",29,197
2022-05-19,Veracruz,sirloin,267,central_abasto,pastoreo,baja,media,"5,9",24,258
2022-09-21,Yucatán,arrachera,299,digital,pastoreo,alta,media,"7,61",10,135
2023-12-20,Michoacán,bistec,270,digital,engorda_corral,alta,baja,"8,42",15,69
2021-08-20,Chiapas,costilla,306,digital,engorda_corral,alta,media,"4,81",34,93
2022-06-08,Michoacán,bistec,275,digital,engorda_corral,media,baja,"8,66",16,242
2023-03-10,Chiapas,sirloin,336,tradicional,engorda_corral,media,baja,"8,23",38,150
2024-12-22,Sinaloa,sirloin,352,digital,mixto,alta,baja,"9,06",19,55
2022-08-22,Yucatán,costilla,282,central_abasto,mixto,muy_alta,baja,"9,18",29,168
2024-08-08,Nuevo León,bistec,264,digital,engorda_corral,muy_alta,alta,"6,1",11,77
2024-02-26,Oaxaca,arrachera,291,supermercado,pastoreo,media,media,"5,1",16,173
2024-06-22,Coahuila,carne_molida,187,tradicional,engorda_corral,baja,baja,"8,54",17,151
2021-08-04,Jalisco,bistec,229,tradicional,engorda_corral,alta,media,"4,48",16,116
2021-07-23,Nuevo León,arrachera,307,central_abasto,pastoreo,muy_alta,media,"6,98",24,268
2024-12-25,Chiapas,bistec,210,digital,pastoreo,baja,alta,"7,69",37,171
2022-02-23,Veracruz,costilla,268,central_abasto,engorda_corral,muy_alta,media,"5,08",30,109
2021-08-20,Michoacán,sirloin,336,supermercado,mixto,muy_alta,baja,"8,31",34,227
2021-02-19,Guanajuato,bistec,249,central_abasto,engorda_corral,media,baja,"8,87",17,131
2021-08-17,Michoacán,carne_molida,182,central_abasto,engorda_corral,media,alta,"5,81",34,108
2024-06-01,Chiapas,arrachera,285,tradicional,mixto,media,media,"4,94",22,203
2023-11-08,Guanajuato,arrachera,321,tradicional,engorda_corral,muy_alta,baja,"8,86",31,114
2021-02-11,Nuevo León,costilla,246,central_abasto,engorda_corral,media,media,"6,77",37,64
2021-12-06,Sonora,arrachera,287,tradicional,pastoreo,alta,media,"5,82",15,122
2021-06-26,Coahuila,bistec,265,supermercado,engorda_corral,muy_alta,alta,"7,22",21,292
2023-01-16,Veracruz,bistec,283,supermercado,engorda_corral,alta,media,"9,14",34,47
2022-11-30,Yucatán,bistec,248,tradicional,mixto,muy_alta,baja,"9,15",36,54
2023-12-19,Nuevo León,bistec,242,tradicional,mixto,alta,alta,"6,69",27,220
2024-02-06,Veracruz,sirloin,347,supermercado,mixto,muy_alta,media,"7,46",31,59
2022-04-29,Sonora,bistec,238,digital,pastoreo,muy_alta,baja,"3,6",24,209
2024-08-07,Oaxaca,bistec,225,supermercado,mixto,media,alta,"5,71",21,90
2023-12-06,Yucatán,arrachera,270,digital,pastoreo,media,alta,"3,8",36,73
2021-02-13,CDMX,costilla,260,digital,engorda_corral,media,alta,"8,88",22,273
2022-02-04,CDMX,arrachera,319,supermercado,engorda_corral,muy_alta,media,"9,08",22,140
2021-12-10,CDMX,arrachera,287,central_abasto,mixto,media,media,"8,13",33,46
2024-06-12,Sinaloa,sirloin,371,supermercado,engorda_corral,alta,baja,"5,99",21,63
2022-11-08,Chiapas,costilla,291,tradicional,mixto,muy_alta,media,"4,75",37,204
2022-10-10,Sinaloa,bistec,229,central_abasto,mixto,media,media,"9,4",35,127
2024-11-13,Puebla,arrachera,321,supermercado,mixto,muy_alta,baja,"8,27",11,209
2024-11-13,Jalisco,arrachera,291,tradicional,mixto,alta,alta,"5,02",11,208
2022-01-09,Veracruz,costilla,290,central_abasto,engorda_corral,muy_alta,baja,"3,92",21,62
2023-12-19,Veracruz,carne_molida,219,digital,mixto,alta,media,"3,84",29,122
2022-09-17,Querétaro,sirloin,309,supermercado,mixto,media,alta,"4,27",24,263
2021-03-20,Veracruz,costilla,242,tradicional,mixto,media,alta,"4,41",25,210
2023-11-20,Veracruz,carne_molida,233,digital,pastoreo,muy_alta,baja,"7,63",18,54
2023-10-29,Sonora,costilla,279,digital,engorda_corral,muy_alta,alta,"7,36",26,135
2022-09-13,Yucatán,costilla,266,supermercado,mixto,muy_alta,media,"7,61",15,255
2022-12-10,Oaxaca,bistec,251,digital,mixto,media,baja,"4,83",31,222
2023-07-30,Guanajuato,bistec,240,digital,engorda_corral,baja,media,"5,56",30,255
2022-08-03,Veracruz,sirloin,304,tradicional,pastoreo,muy_alta,media,"9,02",22,108
2022-03-09,Yucatán,bistec,237,supermercado,pastoreo,alta,alta,"8,31",22,292
2021-04-05,Puebla,arrachera,300,digital,pastoreo,muy_alta,media,"5,78",30,297
2022-12-07,Yucatán,bistec,239,digital,engorda_corral,media,media,"5,79",31,196
2022-11-11,Guanajuato,sirloin,346,supermercado,pastoreo,muy_alta,media,"7,4",11,188
2024-09-23,Sinaloa,bistec,272,digital,mixto,alta,media,"9,45",16,168
2021-10-02,Jalisco,bistec,267,supermercado,pastoreo,muy_alta,media,"4,43",28,256
2023-04-01,CDMX,sirloin,298,central_abasto,engorda_corral,media,alta,"8,92",14,43
2024-02-26,Puebla,arrachera,319,digital,mixto,alta,baja,"3,9",14,297
2022-06-10,Guanajuato,costilla,273,supermercado,mixto,muy_alta,media,"7,51",13,195
2024-05-20,Veracruz,costilla,297,tradicional,engorda_corral,muy_alta,baja,"6,96",17,275
2021-11-05,Jalisco,sirloin,367,digital,engorda_corral,muy_alta,baja,"5,03",36,152
2024-04-15,Querétaro,costilla,276,digital,engorda_corral,muy_alta,alta,"5,26",36,202
2021-08-12,Yucatán,costilla,272,supermercado,mixto,media,baja,"4,02",23,264
2024-06-16,Sonora,arrachera,315,digital,mixto,alta,baja,"5,73",29,140
2022-12-03,Veracruz,sirloin,315,digital,pastoreo,muy_alta,media,"7,85",27,206
2024-01-23,Puebla,carne_molida,218,digital,engorda_corral,baja,alta,"6,38",25,55
2022-04-12,Jalisco,arrachera,273,supermercado,engorda_corral,baja,alta,"8,5",16,226
2021-12-08,Michoacán,bistec,232,tradicional,pastoreo,media,baja,"6,21",13,164
2023-04-28,Chiapas,carne_molida,222,supermercado,engorda_corral,baja,baja,"4,92",25,83
2024-01-14,Michoacán,arrachera,315,central_abasto,pastoreo,alta,baja,"5,5",31,271
2023-10-28,Veracruz,costilla,289,supermercado,engorda_corral,media,baja,"8,75",22,100
2024-01-21,Jalisco,costilla,278,tradicional,engorda_corral,alta,baja,"6,45",13,189
2023-04-10,Querétaro,sirloin,334,central_abasto,pastoreo,media,baja,"8,77",15,66
2021-04-20,Chiapas,costilla,252,central_abasto,mixto,alta,alta,"6,88",35,80
2024-11-12,Sinaloa,costilla,275,digital,engorda_corral,baja,baja,"7,65",34,138
2024-04-21,Puebla,costilla,231,tradicional,mixto,media,alta,"8,26",13,245
2022-11-27,Coahuila,sirloin,291,supermercado,pastoreo,baja,baja,"5,52",32,104
2021-12-27,Coahuila,bistec,241,tradicional,mixto,muy_alta,media,"8,59",19,151
2022-07-30,Sonora,arrachera,299,supermercado,mixto,media,alta,"6,09",17,254
2022-08-04,Michoacán,bistec,220,digital,mixto,baja,baja,"5,84",28,79
2022-07-06,Jalisco,bistec,237,digital,engorda_corral,media,baja,"8,8",26,51
2022-08-08,Puebla,bistec,270,digital,engorda_corral,muy_alta,baja,"4,37",34,243
2023-08-17,Michoacán,bistec,206,central_abasto,pastoreo,baja,media,"5,77",30,163
2023-04-01,Querétaro,sirloin,277,tradicional,pastoreo,alta,alta,"9,08",10,124
2022-05-13,Querétaro,sirloin,319,central_abasto,mixto,media,baja,"8,58",22,273
2022-01-09,Jalisco,arrachera,280,digital,engorda_corral,alta,alta,"7,72",17,246
2024-06-21,Sinaloa,arrachera,293,digital,engorda_corral,baja,baja,"3,57",11,165
2022-01-21,Michoacán,arrachera,311,digital,engorda_corral,alta,media,"7,15",35,186
2021-08-28,Veracruz,bistec,273,supermercado,mixto,alta,media,"5,17",22,105
2022-11-16,Sonora,sirloin,340,digital,mixto,baja,media,"3,97",22,236
2022-04-05,Sinaloa,bistec,216,supermercado,mixto,media,alta,"4,57",18,262
2022-07-08,CDMX,sirloin,307,central_abasto,mixto,baja,baja,"6,59",30,204
2021-09-28,Veracruz,carne_molida,203,central_abasto,engorda_corral,alta,alta,"5,35",18,187
2024-11-29,Puebla,bistec,235,supermercado,mixto,alta,alta,"6,72",32,88
2024-02-09,Nuevo León,bistec,196,central_abasto,pastoreo,baja,alta,"7,07",20,93
2023-03-15,Querétaro,arrachera,290,supermercado,engorda_corral,baja,alta,"4,12",23,109
2022-12-20,Querétaro,costilla,259,tradicional,mixto,baja,baja,"9,39",34,290
2022-01-26,Sonora,carne_molida,268,supermercado,engorda_corral,muy_alta,baja,"4,02",15,94
2021-02-15,Veracruz,sirloin,282,central_abasto,engorda_corral,baja,alta,"9,38",38,224
2024-01-22,Sonora,costilla,244,digital,mixto,baja,alta,"8,31",17,282
2023-09-09,Veracruz,bistec,245,central_abasto,mixto,baja,baja,"4,34",18,136
2024-02-16,Puebla,bistec,250,digital,mixto,muy_alta,media,"7,56",19,156
2024-09-26,Veracruz,arrachera,314,supermercado,engorda_corral,muy_alta,alta,"6,19",25,152
2023-05-20,Coahuila,arrachera,321,digital,engorda_corral,muy_alta,media,"8,26",19,265
2021-03-30,Nuevo León,bistec,232,supermercado,mixto,media,baja,"8,63",17,295
2022-05-13,Jalisco,sirloin,316,central_abasto,pastoreo,muy_alta,alta,"4,03",28,168
2021-07-23,Guanajuato,costilla,264,supermercado,engorda_corral,baja,alta,"8,93",30,85
2022-06-24,Oaxaca,costilla,299,supermercado,mixto,muy_alta,media,"8,41",22,222
2022-08-06,Jalisco,arrachera,250,supermercado,pastoreo,baja,alta,"4,4",37,40
2022-12-13,Nuevo León,sirloin,354,digital,pastoreo,muy_alta,media,"7,31",29,232
2021-12-08,Querétaro,arrachera,305,digital,pastoreo,muy_alta,baja,"4,57",19,178
2022-10-10,Nuevo León,arrachera,294,central_abasto,engorda_corral,media,alta,"3,7",21,158
2023-01-18,Oaxaca,carne_molida,204,digital,mixto,baja,media,"5,79",36,211
2024-12-25,Sinaloa,bistec,215,digital,pastoreo,baja,alta,"7,9",11,208
2021-10-10,Michoacán,arrachera,298,central_abasto,mixto,alta,media,"6,71",24,283
2021-06-16,Oaxaca,sirloin,300,central_abasto,mixto,media,media,"6,27",18,298
2024-04-02,Michoacán,carne_molida,229,supermercado,mixto,muy_alta,baja,"9,14",35,275
2024-05-10,Sinaloa,sirloin,307,central_abasto,pastoreo,media,media,"6,03",29,271
2021-05-30,Sinaloa,bistec,204,supermercado,mixto,baja,alta,"7,82",34,294
2021-11-26,CDMX,arrachera,253,digital,pastoreo,baja,media,"8,22",25,41
2024-10-27,Jalisco,sirloin,316,tradicional,mixto,media,baja,"7,06",15,140
2022-10-28,Michoacán,sirloin,358,digital,mixto,muy_alta,baja,"6,96",10,60
2024-01-11,Oaxaca,arrachera,271,tradicional,mixto,alta,media,"5,23",24,133
2023-07-28,Querétaro,sirloin,300,tradicional,engorda_corral,media,baja,"5,67",27,241
2023-12-14,Coahuila,costilla,239,tradicional,mixto,alta,alta,"3,99",19,250
2021-12-11,Nuevo León,arrachera,304,tradicional,engorda_corral,muy_alta,alta,"8,24",36,50
2024-03-10,Querétaro,sirloin,307,digital,mixto,baja,media,"5,02",23,295
2022-01-10,Querétaro,carne_molida,207,central_abasto,engorda_corral,muy_alta,media,"5,77",17,264
2024-10-17,Jalisco,costilla,280,digital,mixto,baja,media,"7,27",25,134
2023-05-03,Nuevo León,carne_molida,202,central_abasto,mixto,alta,baja,"6,64",12,222
2023-09-18,Oaxaca,arrachera,270,central_abasto,mixto,alta,alta,"4,96",35,293
2024-06-13,Guanajuato,costilla,228,tradicional,mixto,baja,media,"6,46",34,203
2023-06-17,Michoacán,bistec,258,central_abasto,engorda_corral,muy_alta,baja,"6,36",20,291
2024-06-23,CDMX,costilla,230,digital,pastoreo,media,alta,"3,58",29,259
2024-10-18,Sonora,bistec,208,central_abasto,mixto,alta,alta,"5,17",17,258
2024-04-06,Oaxaca,arrachera,283,tradicional,engorda_corral,media,alta,"8,31",33,259
2024-11-12,Michoacán,carne_molida,196,central_abasto,pastoreo,alta,media,"8,86",34,194
2024-04-30,Sonora,arrachera,297,tradicional,engorda_corral,media,baja,"8,32",11,130
2022-03-05,Yucatán,costilla,262,central_abasto,pastoreo,alta,baja,"3,71",12,157
2024-07-12,Querétaro,bistec,237,digital,engorda_corral,baja,baja,"5,3",38,94
2023-10-28,Chiapas,sirloin,281,supermercado,pastoreo,baja,media,"8,01",10,153
2022-06-16,Guanajuato,arrachera,300,central_abasto,engorda_corral,alta,media,"3,91",23,223
2023-02-11,Yucatán,bistec,202,tradicional,engorda_corral,baja,alta,"9,48",23,45
2022-02-19,Querétaro,costilla,271,supermercado,pastoreo,media,baja,"4,45",33,47
2021-03-08,Chiapas,bistec,217,digital,pastoreo,alta,alta,"4,1",22,90
2021-01-24,Veracruz,arrachera,326,supermercado,engorda_corral,alta,alta,"8,62",14,56
2024-07-29,CDMX,arrachera,319,central_abasto,mixto,alta,baja,"5,73",12,109
2024-01-09,CDMX,sirloin,369,supermercado,engorda_corral,alta,baja,"6,71",13,208
2022-03-21,Nuevo León,sirloin,321,supermercado,pastoreo,media,baja,"7,21",29,280
2024-01-06,Chiapas,costilla,240,digital,pastoreo,alta,media,"6,97",15,245
2021-12-09,Chiapas,arrachera,277,tradicional,engorda_corral,baja,media,"6,04",33,229
2022-03-13,Chiapas,costilla,306,supermercado,engorda_corral,alta,media,"8,55",25,184
2023-04-06,Guanajuato,costilla,237,digital,pastoreo,alta,alta,"9,48",32,43
2021-01-20,Yucatán,arrachera,277,digital,mixto,baja,baja,"3,72",18,120
